p_id,p_id2,value
1rvt,4lkg,1.49
1rvx,4lkg,1.42
1rvz,4lkg,1.43
1ti8,4lkg,0.52
2fk0,4lkg,1.64
2hmg,4lkg,1.57
2ibx,4lkg,1.28
2rft,4lkg,2.85
2rfu,4lkg,2.82
2viu,4lkg,1.54
2wr0,4lkg,1.67
2wr1,4lkg,1.65
2wr2,4lkg,1.65
2wr3,4lkg,1.95
2wr4,4lkg,1.97
2wr5,4lkg,2.04
2wr7,4lkg,1.95
2wrb,4lkg,1.64
2wrc,4lkg,1.61
2wrd,4lkg,1.62
2wre,4lkg,1.97
2wrf,4lkg,1.65
2wrg,4lkg,1.66
2wrh,4lkg,1.64
2yp2,4lkg,1.56
2yp3,4lkg,1.57
2yp4,4lkg,1.56
2yp5,4lkg,1.55
2yp7,4lkg,1.57
2yp8,4lkg,1.57
2yp9,4lkg,1.55
2ypg,4lkg,1.54
3al4,4lkg,1.65
3bt6,4lkg,2.91
3eyj,4lkg,1.76
3eyk,4lkg,1.82
3eym,4lkg,1.53
3fku,4lkg,1.36
3gbm,4lkg,1.34
3gbn,4lkg,1.47
3hmg,4lkg,1.58
3hto,4lkg,1.54
3htp,4lkg,1.56
3htq,4lkg,1.55
3htt,4lkg,1.54
3ku3,4lkg,1.83
3ku5,4lkg,1.84
3ku6,4lkg,1.86
3lzf,4lkg,1.48
3lzg,4lkg,1.71
3m5g,4lkg,0.58
3m5h,4lkg,0.39
3m5i,4lkg,0.74
3m5j,4lkg,0.45
3m6s,4lkg,1.7
3mlh,4lkg,1.94
3qqb,4lkg,1.83
3qqe,4lkg,1.82
3qqi,4lkg,1.84
3qqo,4lkg,2.26
3r2x,4lkg,1.44
3s11,4lkg,1.33
3s12,4lkg,1.24
3s13,4lkg,1.32
3sdy,4lkg,1.53
3sm5,4lkg,1.68
3ube,4lkg,1.63
3ubj,4lkg,1.61
3ubn,4lkg,1.65
3ubq,4lkg,1.62
3uyw,4lkg,1.76
3uyx,4lkg,1.84
3vun,4lkg,1.58
3znk,4lkg,1.34
3znl,4lkg,1.34
3znm,4lkg,1.33
3zp0,4lkg,1.33
3zp1,4lkg,1.34
3zp2,4lkg,1.33
3zp3,4lkg,1.33
3zp6,4lkg,1.33
3zpb,4lkg,1.31
3ztj,4lkg,1.55
4bgw,4lkg,1.31
4bgx,4lkg,1.34
4bgy,4lkg,1.33
4bgz,4lkg,1.3
4bh0,4lkg,1.3
4bh1,4lkg,1.33
4bh2,4lkg,1.66
4bh3,4lkg,1.66
4bh4,4lkg,1.65
4bsa,4lkg,0.58
4bsb,4lkg,0.5
4bsc,4lkg,0.49
4bsd,4lkg,0.53
4bse,4lkg,0.53
4bsf,4lkg,0.53
4bsg,4lkg,0.43
4bsh,4lkg,0.43
4bsi,4lkg,0.39
4cqp,4lkg,1.33
4cqq,4lkg,1.36
4cqr,4lkg,1.34
4cqs,4lkg,1.33
4cqt,4lkg,1.36
4cqu,4lkg,1.35
4cqv,4lkg,1.31
4cqw,4lkg,1.3
4cqx,4lkg,1.28
4cqy,4lkg,1.29
4cqz,4lkg,1.33
4cr0,4lkg,1.33
4cyv,4lkg,0.76
4cyw,4lkg,0.85
4cyz,4lkg,0.75
4cz0,4lkg,0.81
4d00,4lkg,0.76
4dj6,4lkg,0.43
4dj7,4lkg,0.51
4dj8,4lkg,0.43
4eda,4lkg,1.75
4edb,4lkg,1.76
4eef,4lkg,1.53
4f15,4lkg,1.95
4f23,4lkg,1.7
4f3z,4lkg,2.85
4fiu,4lkg,1.71
4fnk,4lkg,1.55
4fp8,4lkg,1.57
4fqi,4lkg,1.32
4fqj,4lkg,2.89
4fqk,4lkg,2.85
4fqm,4lkg,2.85
4fqr,4lkg,1.55
4fqv,4lkg,0.42
4fqy,4lkg,1.55
4gms,4lkg,1.57
4gxu,4lkg,1.52
4gxx,4lkg,1.53
4h32,4lkg,1.93
4hf5,4lkg,1.9
4hfu,4lkg,2.56
4hg4,4lkg,1.81
4hlz,4lkg,1.83
4hmg,4lkg,1.56
4i78,4lkg,2.08
4jtv,4lkg,1.59
4jtx,4lkg,1.61
4ju0,4lkg,1.63
4jug,4lkg,1.45
4juh,4lkg,1.45
4juj,4lkg,1.43
4juk,4lkg,1.28
4jul,4lkg,1.36
4jum,4lkg,1.34
4jun,4lkg,1.35
4k62,4lkg,1.34
4k63,4lkg,1.39
4k64,4lkg,1.34
4k65,4lkg,1.34
4k66,4lkg,1.35
4k67,4lkg,1.33
4kdm,4lkg,1.62
4kdn,4lkg,1.66
4kdo,4lkg,1.66
4kdq,4lkg,1.34
4kon,4lkg,0.48
4kpq,4lkg,1.71
4kps,4lkg,1.71
4kth,4lkg,1.64
4kvn,4lkg,1.59
4kw1,4lkg,1.67
4kwm,4lkg,1.44
4lcx,4lkg,0.34
1eo8,4lkh,1.56
1ha0,4lkh,1.58
1hgd,4lkh,1.55
1hge,4lkh,1.55
1hgf,4lkh,1.55
1hgg,4lkh,1.56
1hgh,4lkh,1.55
1hgi,4lkh,1.55
1hgj,4lkh,1.54
1jsd,4lkh,1.49
1jsh,4lkh,1.5
1jsi,4lkh,1.5
1jsm,4lkh,1.32
1jsn,4lkh,1.36
1jso,4lkh,1.32
1ken,4lkh,1.58
1mql,4lkh,1.57
1mqm,4lkh,1.58
1mqn,4lkh,1.58
1qfu,4lkh,1.53
1rd8,4lkh,1.79
1ru7,4lkh,1.48
1rvt,4lkh,1.56
1rvx,4lkh,1.48
1rvz,4lkh,1.49
1ti8,4lkh,0.53
2fk0,4lkh,1.66
2hmg,4lkh,1.56
2ibx,4lkh,1.31
2rft,4lkh,2.85
2rfu,4lkh,2.91
2viu,4lkh,1.53
2wr0,4lkh,1.67
2wr1,4lkh,1.67
2wr2,4lkh,1.68
2wr3,4lkh,1.92
2wr4,4lkh,1.94
2wr5,4lkh,2.01
2wr7,4lkh,1.92
2wrb,4lkh,1.67
2wrc,4lkh,1.63
2wrd,4lkh,1.65
2wre,4lkh,1.95
2wrf,4lkh,1.68
2wrg,4lkh,1.71
2wrh,4lkh,1.68
2yp2,4lkh,1.56
2yp3,4lkh,1.59
2yp4,4lkh,1.57
2yp5,4lkh,1.55
2yp7,4lkh,1.57
2yp8,4lkh,1.57
2yp9,4lkh,1.56
2ypg,4lkh,1.54
3al4,4lkh,1.69
3bt6,4lkh,2.84
3eyj,4lkh,1.75
3eyk,4lkh,1.82
3eym,4lkh,1.54
3fku,4lkh,1.39
3gbm,4lkh,1.37
3gbn,4lkh,1.53
3hmg,4lkh,1.58
3hto,4lkh,1.6
3htp,4lkh,1.61
3htq,4lkh,1.61
3htt,4lkh,1.59
3ku3,4lkh,1.81
3ku5,4lkh,1.83
3ku6,4lkh,1.83
3lzf,4lkh,1.54
3lzg,4lkh,1.86
3m5g,4lkh,0.58
3m5h,4lkh,0.44
3m5i,4lkh,0.74
3m5j,4lkh,0.48
3m6s,4lkh,1.75
3mlh,4lkh,2.0
3qqb,4lkh,1.81
3qqe,4lkh,1.8
3qqi,4lkh,1.83
3qqo,4lkh,2.24
3r2x,4lkh,1.5
3s11,4lkh,1.37
3s12,4lkh,1.24
3s13,4lkh,1.37
3sdy,4lkh,1.53
3sm5,4lkh,1.71
3ube,4lkh,1.78
3ubj,4lkh,1.66
3ubn,4lkh,1.79
3ubq,4lkh,1.67
3uyw,4lkh,1.8
3uyx,4lkh,1.89
3vun,4lkh,1.57
3znk,4lkh,1.36
3znl,4lkh,1.36
3znm,4lkh,1.36
3zp0,4lkh,1.36
3zp1,4lkh,1.37
3zp2,4lkh,1.36
3zp3,4lkh,1.36
3zp6,4lkh,1.36
3zpb,4lkh,1.34
3ztj,4lkh,1.56
4bgw,4lkh,1.34
4bgx,4lkh,1.38
4bgy,4lkh,1.36
4bgz,4lkh,1.34
4bh0,4lkh,1.34
4bh1,4lkh,1.37
4bh2,4lkh,1.68
4bh3,4lkh,1.69
4bh4,4lkh,1.68
4bsa,4lkh,0.51
4bsb,4lkh,0.44
4bsc,4lkh,0.44
4bsd,4lkh,0.46
4bse,4lkh,0.48
4bsf,4lkh,0.47
4bsg,4lkh,0.41
4bsh,4lkh,0.42
4bsi,4lkh,0.39
4cqp,4lkh,1.37
4cqq,4lkh,1.39
4cqr,4lkh,1.38
4cqs,4lkh,1.37
4cqt,4lkh,1.39
4cqu,4lkh,1.38
4cqv,4lkh,1.35
4cqw,4lkh,1.34
4cqx,4lkh,1.32
4cqy,4lkh,1.33
4cqz,4lkh,1.35
4cr0,4lkh,1.37
4cyv,4lkh,0.81
4cyw,4lkh,0.9
4cyz,4lkh,0.82
4cz0,4lkh,0.87
4d00,4lkh,0.84
4dj6,4lkh,0.49
4dj7,4lkh,0.57
4dj8,4lkh,0.41
4eda,4lkh,1.79
4edb,4lkh,1.78
4eef,4lkh,1.6
4f15,4lkh,1.98
4f23,4lkh,1.71
4f3z,4lkh,2.08
4fiu,4lkh,1.72
4fnk,4lkh,1.55
4fp8,4lkh,1.57
4fqi,4lkh,1.36
4fqj,4lkh,2.89
4fqk,4lkh,2.75
4fqm,4lkh,2.75
4fqr,4lkh,1.55
4fqv,4lkh,0.41
4fqy,4lkh,1.55
4gms,4lkh,1.57
4gxu,4lkh,1.57
4gxx,4lkh,1.6
4h32,4lkh,1.94
4hf5,4lkh,1.88
4hfu,4lkh,2.55
4hg4,4lkh,1.8
4hlz,4lkh,1.81
4hmg,4lkh,1.55
4i78,4lkh,2.05
4jtv,4lkh,1.63
4jtx,4lkh,1.66
4ju0,4lkh,1.67
4jug,4lkh,1.51
4juh,4lkh,1.5
4juj,4lkh,1.49
4juk,4lkh,1.33
4jul,4lkh,1.41
4jum,4lkh,1.38
4jun,4lkh,1.4
4k62,4lkh,1.39
4k63,4lkh,1.43
4k64,4lkh,1.38
4k65,4lkh,1.37
4k66,4lkh,1.39
4k67,4lkh,1.37
4kdm,4lkh,1.64
4kdn,4lkh,1.68
4kdo,4lkh,1.69
4kdq,4lkh,1.38
4kon,4lkh,0.4
4kpq,4lkh,1.73
4kps,4lkh,1.72
4kth,4lkh,1.67
4kvn,4lkh,1.6
4kw1,4lkh,1.69
4kwm,4lkh,1.5
4lcx,4lkh,0.44
4lkg,4lkh,0.37
1eo8,4lki,1.5
1ha0,4lki,1.53
1hgd,4lki,1.49
1hge,4lki,1.49
1hgf,4lki,1.5
1hgg,4lki,1.5
1hgh,4lki,1.5
1hgi,4lki,1.49
1hgj,4lki,1.49
1jsd,4lki,1.45
1jsh,4lki,1.46
1jsi,4lki,1.46
1jsm,4lki,1.29
1jsn,4lki,1.32
1jso,4lki,1.29
1ken,4lki,1.54
1mql,4lki,1.51
1mqm,4lki,1.52
1mqn,4lki,1.52
1qfu,4lki,1.48
1rd8,4lki,1.77
1ru7,4lki,1.44
1rvt,4lki,1.52
1rvx,4lki,1.44
1rvz,4lki,1.45
1ti8,4lki,0.5
2fk0,4lki,1.63
2hmg,4lki,1.51
2ibx,4lki,1.28
2rft,4lki,2.7
2rfu,4lki,2.59
2viu,4lki,1.48
2wr0,4lki,1.65
2wr1,4lki,1.67
2wr2,4lki,1.68
2wr3,4lki,1.97
2wr4,4lki,1.98
2wr5,4lki,2.04
2wr7,4lki,1.96
2wrb,4lki,1.66
2wrc,4lki,1.62
2wrd,4lki,1.63
2wre,4lki,1.98
2wrf,4lki,1.67
2wrg,4lki,1.7
2wrh,4lki,1.66
2yp2,4lki,1.51
2yp3,4lki,1.53
2yp4,4lki,1.51
2yp5,4lki,1.49
2yp7,4lki,1.52
2yp8,4lki,1.51
2yp9,4lki,1.5
2ypg,4lki,1.49
3al4,4lki,1.67
3bt6,4lki,2.71
3eyj,4lki,1.7
3eyk,4lki,1.77
3eym,4lki,1.49
3fku,4lki,1.37
3gbm,4lki,1.34
3gbn,4lki,1.51
3hmg,4lki,1.53
3hto,4lki,1.57
3htp,4lki,1.58
3htq,4lki,1.57
3htt,4lki,1.56
3ku3,4lki,1.83
3ku5,4lki,1.85
3ku6,4lki,1.86
3lzf,4lki,1.52
3lzg,4lki,1.84
3m5g,4lki,0.56
3m5h,4lki,0.42
3m5i,4lki,0.71
3m5j,4lki,0.47
3m6s,4lki,1.72
3mlh,4lki,1.97
3qqb,4lki,1.83
3qqe,4lki,1.82
3qqi,4lki,1.85
3qqo,4lki,2.34
3r2x,4lki,1.49
3s11,4lki,1.34
3s12,4lki,1.71
3s13,4lki,1.34
3sdy,4lki,1.48
3sm5,4lki,1.7
3ube,4lki,1.75
3ubj,4lki,1.63
3ubn,4lki,1.76
3ubq,4lki,1.63
3uyw,4lki,1.77
3uyx,4lki,1.86
3vun,4lki,1.51
3znk,4lki,1.34
3znl,4lki,1.33
3znm,4lki,1.33
3zp0,4lki,1.33
3zp1,4lki,1.35
3zp2,4lki,1.34
3zp3,4lki,1.34
3zp6,4lki,1.34
3zpb,4lki,1.32
3ztj,4lki,1.51
4bgw,4lki,1.31
4bgx,4lki,1.35
4bgy,4lki,1.33
4bgz,4lki,1.3
4bh0,4lki,1.31
4bh1,4lki,1.33
4bh2,4lki,1.64
4bh3,4lki,1.66
4bh4,4lki,1.65
4bsa,4lki,0.5
4bsb,4lki,0.45
4bsc,4lki,0.45
4bsd,4lki,0.44
4bse,4lki,0.48
4bsf,4lki,0.46
4bsg,4lki,0.41
4bsh,4lki,0.41
4bsi,4lki,0.45
4cqp,4lki,1.34
4cqq,4lki,1.36
4cqr,4lki,1.35
4cqs,4lki,1.34
4cqt,4lki,1.36
4cqu,4lki,1.35
4cqv,4lki,1.32
4cqw,4lki,1.3
4cqx,4lki,1.29
4cqy,4lki,1.3
4cqz,4lki,1.33
4cr0,4lki,1.36
4cyv,4lki,0.82
4cyw,4lki,0.94
4cyz,4lki,0.84
4cz0,4lki,0.92
4d00,4lki,0.84
4dj6,4lki,0.54
4dj7,4lki,0.61
4dj8,4lki,0.44
4eda,4lki,1.76
4edb,4lki,1.78
4eef,4lki,1.59
4f15,4lki,1.97
4f23,4lki,1.67
4f3z,4lki,2.48
4fiu,4lki,1.67
4fnk,4lki,1.49
4fp8,4lki,1.51
4fqi,4lki,1.33
4fqj,4lki,2.87
4fqk,4lki,2.71
4fqm,4lki,2.71
4fqr,4lki,1.49
4fqv,4lki,0.41
4fqy,4lki,1.49
4gms,4lki,1.51
4gxu,4lki,1.54
4gxx,4lki,1.58
4h32,4lki,1.91
4hf5,4lki,1.9
4hfu,4lki,2.55
4hg4,4lki,1.81
4hlz,4lki,1.83
4hmg,4lki,1.5
4i78,4lki,2.09
4jtv,4lki,1.61
4jtx,4lki,1.64
4ju0,4lki,1.66
4jug,4lki,1.49
4juh,4lki,1.48
4juj,4lki,1.47
4juk,4lki,1.31
4jul,4lki,1.38
4jum,4lki,1.35
4jun,4lki,1.37
4k62,4lki,1.36
4k63,4lki,1.39
4k64,4lki,1.35
4k65,4lki,1.36
4k66,4lki,1.36
4k67,4lki,1.35
4kdm,4lki,1.6
4kdn,4lki,1.66
4kdo,4lki,1.66
4kdq,4lki,1.34
4kon,4lki,0.28
4kpq,4lki,1.66
4kps,4lki,1.65
4kth,4lki,1.64
4kvn,4lki,1.55
4kw1,4lki,1.67
4kwm,4lki,1.49
4lcx,4lki,0.54
4lkg,4lki,0.51
4lkh,4lki,0.43
1eo8,4lkj,1.5
1ha0,4lkj,1.52
1hgd,4lkj,1.49
1hge,4lkj,1.49
1hgf,4lkj,1.49
1hgg,4lkj,1.5
1hgh,4lkj,1.49
1hgi,4lkj,1.49
1hgj,4lkj,1.49
1jsd,4lkj,1.46
1jsh,4lkj,1.46
1jsi,4lkj,1.47
1jsm,4lkj,1.28
1jsn,4lkj,1.3
1jso,4lkj,1.27
1ken,4lkj,1.54
1mql,4lkj,1.5
1mqm,4lkj,1.51
1mqn,4lkj,1.51
1qfu,4lkj,1.48
1rd8,4lkj,1.74
1ru7,4lkj,1.44
1rvt,4lkj,1.51
1rvx,4lkj,1.43
1rvz,4lkj,1.44
1ti8,4lkj,0.51
2fk0,4lkj,1.63
2hmg,4lkj,1.51
2ibx,4lkj,1.28
2rft,4lkj,2.76
2rfu,4lkj,2.75
2viu,4lkj,1.48
2wr0,4lkj,1.64
2wr1,4lkj,1.67
2wr2,4lkj,1.67
2wr3,4lkj,1.93
2wr4,4lkj,1.95
2wr5,4lkj,2.01
2wr7,4lkj,1.92
2wrb,4lkj,1.65
2wrc,4lkj,1.61
2wrd,4lkj,1.62
2wre,4lkj,1.94
2wrf,4lkj,1.65
2wrg,4lkj,1.68
2wrh,4lkj,1.64
2yp2,4lkj,1.52
2yp3,4lkj,1.53
2yp4,4lkj,1.52
2yp5,4lkj,1.51
2yp7,4lkj,1.53
2yp8,4lkj,1.53
2yp9,4lkj,1.51
2ypg,4lkj,1.49
3al4,4lkj,1.67
3bt6,4lkj,2.75
3eyj,4lkj,1.72
3eyk,4lkj,1.79
3eym,4lkj,1.49
3fku,4lkj,1.37
3gbm,4lkj,1.33
3gbn,4lkj,1.5
3hmg,4lkj,1.53
3hto,4lkj,1.56
3htp,4lkj,1.56
3htq,4lkj,1.56
3htt,4lkj,1.55
3ku3,4lkj,1.83
3ku5,4lkj,1.84
3ku6,4lkj,1.85
3lzf,4lkj,1.51
3lzg,4lkj,1.84
3m5g,4lkj,0.52
3m5h,4lkj,0.38
3m5i,4lkj,0.71
3m5j,4lkj,0.44
3m6s,4lkj,1.71
3mlh,4lkj,1.96
3qqb,4lkj,1.83
3qqe,4lkj,1.82
3qqi,4lkj,1.85
3qqo,4lkj,2.24
3r2x,4lkj,1.48
3s11,4lkj,1.33
3s12,4lkj,1.73
3s13,4lkj,1.31
3sdy,4lkj,1.48
3sm5,4lkj,1.69
3ube,4lkj,1.75
3ubj,4lkj,1.62
3ubn,4lkj,1.76
3ubq,4lkj,1.63
3uyw,4lkj,1.77
3uyx,4lkj,1.85
3vun,4lkj,1.52
3znk,4lkj,1.32
3znl,4lkj,1.32
3znm,4lkj,1.31
3zp0,4lkj,1.31
3zp1,4lkj,1.34
3zp2,4lkj,1.33
3zp3,4lkj,1.33
3zp6,4lkj,1.33
3zpb,4lkj,1.31
3ztj,4lkj,1.51
4bgw,4lkj,1.3
4bgx,4lkj,1.33
4bgy,4lkj,1.31
4bgz,4lkj,1.29
4bh0,4lkj,1.3
4bh1,4lkj,1.32
4bh2,4lkj,1.63
4bh3,4lkj,1.65
4bh4,4lkj,1.64
4bsa,4lkj,0.49
4bsb,4lkj,0.42
4bsc,4lkj,0.4
4bsd,4lkj,0.41
4bse,4lkj,0.44
4bsf,4lkj,0.42
4bsg,4lkj,0.39
4bsh,4lkj,0.37
4bsi,4lkj,0.41
4cqp,4lkj,1.33
4cqq,4lkj,1.35
4cqr,4lkj,1.34
4cqs,4lkj,1.33
4cqt,4lkj,1.35
4cqu,4lkj,1.34
4cqv,4lkj,1.31
4cqw,4lkj,1.28
4cqx,4lkj,1.27
4cqy,4lkj,1.28
4cqz,4lkj,1.31
4cr0,4lkj,1.35
4cyv,4lkj,0.81
4cyw,4lkj,0.89
4cyz,4lkj,0.8
4cz0,4lkj,0.89
4d00,4lkj,0.81
4dj6,4lkj,0.51
4dj7,4lkj,0.56
4dj8,4lkj,0.42
4eda,4lkj,1.75
4edb,4lkj,1.78
4eef,4lkj,1.58
4f15,4lkj,1.96
4f23,4lkj,1.69
4f3z,4lkj,2.48
4fiu,4lkj,1.7
4fnk,4lkj,1.49
4fp8,4lkj,1.52
4fqi,4lkj,1.32
4fqj,4lkj,2.86
4fqk,4lkj,2.69
4fqm,4lkj,2.69
4fqr,4lkj,1.49
4fqv,4lkj,0.42
4fqy,4lkj,1.49
4gms,4lkj,1.52
4gxu,4lkj,1.52
4gxx,4lkj,1.57
4h32,4lkj,1.9
4hf5,4lkj,1.89
4hfu,4lkj,2.56
4hg4,4lkj,1.81
4hlz,4lkj,1.83
4hmg,4lkj,1.5
4i78,4lkj,2.07
4jtv,4lkj,1.6
4jtx,4lkj,1.63
4ju0,4lkj,1.64
4jug,4lkj,1.47
4juh,4lkj,1.46
4juj,4lkj,1.45
4juk,4lkj,1.29
4jul,4lkj,1.36
4jum,4lkj,1.34
4jun,4lkj,1.35
4k62,4lkj,1.35
4k63,4lkj,1.38
4k64,4lkj,1.33
4k65,4lkj,1.36
4k66,4lkj,1.36
4k67,4lkj,1.34
4kdm,4lkj,1.6
4kdn,4lkj,1.65
4kdo,4lkj,1.65
4kdq,4lkj,1.33
4kon,4lkj,0.24
4kpq,4lkj,1.68
4kps,4lkj,1.67
4kth,4lkj,1.63
4kvn,4lkj,1.56
4kw1,4lkj,1.66
4kwm,4lkj,1.47
4lcx,4lkj,0.51
4lkg,4lkj,0.45
4lkh,4lkj,0.43
4lki,4lkj,0.29
1eo8,4lkk,1.49
1ha0,4lkk,1.51
1hgd,4lkk,1.48
1hge,4lkk,1.48
1hgf,4lkk,1.48
1hgg,4lkk,1.49
1hgh,4lkk,1.48
1hgi,4lkk,1.48
1hgj,4lkk,1.48
1jsd,4lkk,1.42
1jsh,4lkk,1.43
1jsi,4lkk,1.43
1jsm,4lkk,1.25
1jsn,4lkk,1.28
1jso,4lkk,1.25
1ken,4lkk,1.53
1mql,4lkk,1.5
1mqm,4lkk,1.5
1mqn,4lkk,1.5
1qfu,4lkk,1.47
1rd8,4lkk,1.74
1ru7,4lkk,1.42
1rvt,4lkk,1.5
1rvx,4lkk,1.42
1rvz,4lkk,1.42
1ti8,4lkk,0.47
2fk0,4lkk,1.61
2hmg,4lkk,1.5
2ibx,4lkk,1.26
2rft,4lkk,2.78
2rfu,4lkk,2.74
2viu,4lkk,1.47
2wr0,4lkk,1.62
2wr1,4lkk,1.65
2wr2,4lkk,1.65
2wr3,4lkk,1.94
2wr4,4lkk,1.95
2wr5,4lkk,2.02
2wr7,4lkk,1.93
2wrb,4lkk,1.63
2wrc,4lkk,1.59
2wrd,4lkk,1.6
2wre,4lkk,1.94
2wrf,4lkk,1.65
2wrg,4lkk,1.67
2wrh,4lkk,1.64
2yp2,4lkk,1.5
2yp3,4lkk,1.51
2yp4,4lkk,1.5
2yp5,4lkk,1.49
2yp7,4lkk,1.51
2yp8,4lkk,1.51
2yp9,4lkk,1.49
2ypg,4lkk,1.47
3al4,4lkk,1.65
3bt6,4lkk,2.78
3eyj,4lkk,1.7
3eyk,4lkk,1.76
3eym,4lkk,1.48
3fku,4lkk,1.35
3gbm,4lkk,1.31
3gbn,4lkk,1.49
3hmg,4lkk,1.51
3hto,4lkk,1.55
3htp,4lkk,1.56
3htq,4lkk,1.56
3htt,4lkk,1.54
3ku3,4lkk,1.82
3ku5,4lkk,1.83
3ku6,4lkk,1.84
3lzf,4lkk,1.49
3lzg,4lkk,1.82
3m5g,4lkk,0.5
3m5h,4lkk,0.36
3m5i,4lkk,0.69
3m5j,4lkk,0.41
3m6s,4lkk,1.7
3mlh,4lkk,1.94
3qqb,4lkk,1.82
3qqe,4lkk,1.81
3qqi,4lkk,1.84
3qqo,4lkk,2.33
3r2x,4lkk,1.47
3s11,4lkk,1.31
3s12,4lkk,1.69
3s13,4lkk,1.3
3sdy,4lkk,1.47
3sm5,4lkk,1.67
3ube,4lkk,1.73
3ubj,4lkk,1.61
3ubn,4lkk,1.74
3ubq,4lkk,1.61
3uyw,4lkk,1.75
3uyx,4lkk,1.84
3vun,4lkk,1.5
3znk,4lkk,1.3
3znl,4lkk,1.3
3znm,4lkk,1.29
3zp0,4lkk,1.29
3zp1,4lkk,1.31
3zp2,4lkk,1.31
3zp3,4lkk,1.31
3zp6,4lkk,1.3
3zpb,4lkk,1.29
3ztj,4lkk,1.49
4bgw,4lkk,1.27
4bgx,4lkk,1.31
4bgy,4lkk,1.29
4bgz,4lkk,1.26
4bh0,4lkk,1.28
4bh1,4lkk,1.29
4bh2,4lkk,1.62
4bh3,4lkk,1.63
4bh4,4lkk,1.63
4bsa,4lkk,0.47
4bsb,4lkk,0.41
4bsc,4lkk,0.41
4bsd,4lkk,0.4
4bse,4lkk,0.44
4bsf,4lkk,0.41
4bsg,4lkk,0.36
4bsh,4lkk,0.35
4bsi,4lkk,0.41
4cqp,4lkk,1.31
4cqq,4lkk,1.32
4cqr,4lkk,1.32
4cqs,4lkk,1.31
4cqt,4lkk,1.32
4cqu,4lkk,1.32
4cqv,4lkk,1.29
4cqw,4lkk,1.26
4cqx,4lkk,1.25
4cqy,4lkk,1.26
4cqz,4lkk,1.29
4cr0,4lkk,1.33
4cyv,4lkk,0.81
4cyw,4lkk,0.92
4cyz,4lkk,0.81
4cz0,4lkk,0.9
4d00,4lkk,0.82
4dj6,4lkk,0.5
4dj7,4lkk,0.57
4dj8,4lkk,0.39
4eda,4lkk,1.75
4edb,4lkk,1.77
4eef,4lkk,1.57
4f15,4lkk,1.95
4f23,4lkk,1.67
4f3z,4lkk,2.51
4fiu,4lkk,1.68
4fnk,4lkk,1.48
4fp8,4lkk,1.51
4fqi,4lkk,1.3
4fqj,4lkk,2.85
4fqk,4lkk,2.69
4fqm,4lkk,2.69
4fqr,4lkk,1.48
4fqv,4lkk,0.39
4fqy,4lkk,1.48
4gms,4lkk,1.51
4gxu,4lkk,1.51
4gxx,4lkk,1.56
4h32,4lkk,1.89
4hf5,4lkk,1.88
4hfu,4lkk,2.53
4hg4,4lkk,1.8
4hlz,4lkk,1.82
4hmg,4lkk,1.49
4i78,4lkk,2.06
4jtv,4lkk,1.59
4jtx,4lkk,1.61
4ju0,4lkk,1.63
4jug,4lkk,1.46
4juh,4lkk,1.45
4juj,4lkk,1.44
4juk,4lkk,1.27
4jul,4lkk,1.34
4jum,4lkk,1.31
4jun,4lkk,1.33
4k62,4lkk,1.33
4k63,4lkk,1.36
4k64,4lkk,1.31
4k65,4lkk,1.33
4k66,4lkk,1.33
4k67,4lkk,1.31
4kdm,4lkk,1.58
4kdn,4lkk,1.63
4kdo,4lkk,1.63
4kdq,4lkk,1.31
4kon,4lkk,0.25
4kpq,4lkk,1.65
4kps,4lkk,1.64
4kth,4lkk,1.61
4kvn,4lkk,1.54
4kw1,4lkk,1.64
4kwm,4lkk,1.45
4lcx,4lkk,0.52
4lkg,4lkk,0.47
4lkh,4lkk,0.43
4lki,4lkk,0.25
4lkj,4lkk,0.22
1eo8,4ln3,1.52
1ha0,4ln3,1.54
1hgd,4ln3,1.51
1hge,4ln3,1.51
1hgf,4ln3,1.51
1hgg,4ln3,1.52
1hgh,4ln3,1.52
1hgi,4ln3,1.51
1hgj,4ln3,1.51
1jsd,4ln3,1.46
1jsh,4ln3,1.47
1jsi,4ln3,1.47
1jsm,4ln3,1.26
1jsn,4ln3,1.3
1jso,4ln3,1.26
1ken,4ln3,1.56
1mql,4ln3,1.52
1mqm,4ln3,1.53
1mqn,4ln3,1.53
1qfu,4ln3,1.49
1rd8,4ln3,1.75
1ru7,4ln3,1.42
1rvt,4ln3,1.5
1rvx,4ln3,1.42
1rvz,4ln3,1.43
1ti8,4ln3,0.48
2fk0,4ln3,1.62
2hmg,4ln3,1.53
2ibx,4ln3,1.25
2rft,4ln3,2.83
2rfu,4ln3,2.91
2viu,4ln3,1.5
2wr0,4ln3,1.66
2wr1,4ln3,1.64
2wr2,4ln3,1.64
2wr3,4ln3,1.95
2wr4,4ln3,1.96
2wr5,4ln3,2.04
2wr7,4ln3,1.95
2wrb,4ln3,1.63
2wrc,4ln3,1.6
2wrd,4ln3,1.61
2wre,4ln3,1.95
2wrf,4ln3,1.65
2wrg,4ln3,1.67
2wrh,4ln3,1.64
2yp2,4ln3,1.52
2yp3,4ln3,1.53
2yp4,4ln3,1.51
2yp5,4ln3,1.5
2yp7,4ln3,1.53
2yp8,4ln3,1.52
2yp9,4ln3,1.51
2ypg,4ln3,1.5
3al4,4ln3,1.66
3bt6,4ln3,2.82
3eyj,4ln3,1.73
3eyk,4ln3,1.8
