p_id,p_id2,score
3ubq,4lkk,482.0
3ubq,3htt,1408.0
3ubq,1hgf,548.0
3ubq,1hgg,548.0
3ubq,1hgd,547.0
3ubq,1hge,547.0
3ubq,4fiu,799.0
3ubq,4lcx,495.0
3ubq,3ubn,1742.0
3ubq,1hgj,548.0
3ubq,4bh4,975.0
3ubq,1hgh,548.0
3ubq,1hgi,548.0
3ubq,4unz,556.0
3ubq,3eyk,545.0
3ubq,4kon,475.0
3ubq,3eyj,545.0
3ubq,2yp8,526.0
3ubq,3ztj,548.0
3ubq,4kwm,984.0
3ubq,4d00,539.0
3ubq,4k66,953.0
3ubq,3uyw,1011.0
3ubq,4kdq,952.0
3ubq,2ibx,993.0
3ubq,3uyx,992.0
3ubq,3ube,1742.0
3ubq,2ypg,548.0
3ubq,3m5j,472.0
3ubq,4m5z,1013.0
3ubq,3m5h,472.0
3ubq,3m5g,472.0
3ubq,4uoa,562.0
3ubq,3ubj,1742.0
3ubq,4bsh,499.0
3ubq,3gbm,988.0
3ubq,3gbn,1470.0
3ubq,4gms,541.0
3ubq,3r2x,1481.0
3ubq,4fp8,380.0
3ubq,4kdo,987.0
3ubq,3zp3,995.0
3ubq,4kdm,987.0
3ubq,4unx,556.0
3ubq,4kth,976.0
3ubq,3al4,1700.0
3zpb,4uo2,560.0
3zpb,4jtv,1002.0
3zpb,3sm5,973.0
3zpb,3sdy,559.0
3zpb,3qqe,1222.0
3zpb,4h32,756.0
3zpb,3qqb,1222.0
3zpb,4jtx,1008.0
3zpb,1rvz,1032.0
3zpb,1rvx,1032.0
3zpb,4kps,793.0
3zpb,1mql,563.0
3zpb,4kpq,793.0
3zpb,4edb,990.0
3zpb,3lzg,1020.0
3zpb,3lzf,1055.0
3zpb,1rvt,1067.0
3zpb,4bh2,1694.0
3zpb,3eym,560.0
3zpb,4hfu,1203.0
3zpb,4bgw,1724.0
3zpb,4gxx,1047.0
3zpb,4bgz,1636.0
3zpb,4bgy,1724.0
3zpb,4bgx,1724.0
3zpb,4f15,502.0
3zpb,4bh3,1694.0
3zpb,1qfu,560.0
3zpb,3zp6,1734.0
3zpb,1mqm,563.0
3zpb,3zp2,1726.0
3zpb,3zp1,1730.0
3zpb,3zp0,1730.0
3zpb,4uo8,561.0
3zpb,3m5i,490.0
3zpb,4uo9,561.0
3zpb,4bh0,1636.0
3zpb,4n64,548.0
3zpb,2wrf,1200.0
3zpb,2wre,1187.0
3zpb,2wrd,1186.0
3zpb,4n60,548.0
3zpb,4n61,548.0
3zpb,4n62,548.0
3zpb,4n63,548.0
3zpb,4cr0,1710.0
3zpb,1eo8,560.0
3zpb,2wrh,1032.0
3zpb,4cz0,551.0
3zpb,2yp5,539.0
3zpb,4ln4,541.0
3zpb,4ju0,1019.0
3zpb,1ti8,543.0
3zpb,1rd8,1044.0
3zpb,3vun,561.0
3zpb,2yp4,539.0
3zpb,1ru7,1032.0
3zpb,4dj6,570.0
3zpb,4dj7,570.0
3zpb,4bsi,562.0
3zpb,3m6s,1010.0
3zpb,4o58,567.0
3zpb,4bsf,548.0
3zpb,4dj8,570.0
3zpb,4bsd,548.0
3zpb,4bsc,548.0
3zpb,4bsb,548.0
3zpb,4bsa,548.0
3zpb,2wr7,1180.0
3zpb,2wr5,1239.0
3zpb,2wr4,1239.0
3zpb,4i78,767.0
3zpb,2wr2,1257.0
3zpb,2wr1,1257.0
3zpb,2wr0,1257.0
3zpb,4k65,1619.0
3zpb,4k64,1643.0
3zpb,4k67,1619.0
3zpb,4py8,1044.0
3zpb,4nm8,559.0
3zpb,4k63,1643.0
3zpb,4k62,1643.0
3zpb,4bsg,562.0
3zpb,1mqn,563.0
3zpb,3ku5,1209.0
3zpb,3ku6,1215.0
3zpb,4bse,548.0
3zpb,3ku3,1222.0
3zpb,4lkj,536.0
3zpb,2hmg,560.0
3zpb,4jug,1062.0
3zpb,4fqv,560.0
3zpb,4o5i,540.0
3zpb,4juk,1626.0
3zpb,4juj,1062.0
3zpb,4jum,1620.0
3zpb,4jul,1623.0
3zpb,4o5n,540.0
3zpb,4jun,1640.0
3zpb,1ken,560.0
3zpb,4kdn,1706.0
3zpb,4gxu,1044.0
3zpb,2yp3,539.0
3zpb,2yp2,539.0
3zpb,4uny,551.0
3zpb,4bh1,1636.0
3zpb,2yp7,537.0
3zpb,4n5k,548.0
3zpb,4n5j,548.0
3zpb,4uo0,560.0
3zpb,4uo1,560.0
3zpb,2yp9,537.0
3zpb,4uo3,560.0
3zpb,4uo4,561.0
3zpb,4uo5,561.0
3zpb,4uo6,561.0
3zpb,4uo7,561.0
3zpb,4lkg,552.0
3zpb,4n5y,1701.0
3zpb,4n5z,1695.0
3zpb,4lki,536.0
3zpb,4lkh,552.0
3zpb,4lkk,536.0
3zpb,3htt,1048.0
3zpb,1hgf,560.0
3zpb,1hgg,560.0
3zpb,1hgd,560.0
3zpb,1hge,560.0
3zpb,4fiu,796.0
3zpb,4lcx,552.0
3zpb,3ubn,1003.0
3zpb,1hgj,560.0
3zpb,4bh4,1694.0
3zpb,1hgh,560.0
3zpb,1hgi,560.0
3zpb,4unz,551.0
3zpb,3eyk,578.0
3zpb,4kon,529.0
3zpb,3eyj,578.0
3zpb,2yp8,537.0
3zpb,3ztj,560.0
3zpb,4kwm,1646.0
3zpb,4d00,543.0
3zpb,4k66,1619.0
3zpb,3uyw,486.0
3zpb,4kdq,1646.0
3zpb,2ibx,1724.0
3zpb,3uyx,489.0
3zpb,3ube,1003.0
3zpb,2ypg,560.0
3zpb,3m5j,490.0
3zpb,4m5z,490.0
3zpb,3m5h,490.0
3zpb,3m5g,490.0
3zpb,4uoa,564.0
3zpb,3ubj,1003.0
3zpb,4bsh,562.0
3zpb,3gbm,1719.0
3zpb,3gbn,1044.0
3zpb,4gms,567.0
3zpb,3r2x,1055.0
3zpb,4fp8,402.0
3zpb,4kdo,1706.0
3zpb,3zp3,1726.0
3zpb,4kdm,1706.0
3zpb,4unx,551.0
3zpb,4kth,1623.0
3zpb,3al4,1002.0
4uo2,4jtv,553.0
4uo2,3sm5,587.0
4uo2,3sdy,1470.0
4uo2,3qqe,524.0
4uo2,4h32,472.0
4uo2,3qqb,524.0
4uo2,4jtx,579.0
4uo2,1rvz,570.0
4uo2,1rvx,570.0
4uo2,4kps,455.0
4uo2,1mql,1487.0
4uo2,4kpq,455.0
4uo2,4edb,581.0
4uo2,3lzg,571.0
4uo2,3lzf,590.0
4uo2,1rvt,606.0
4uo2,4bh2,550.0
4uo2,3eym,1478.0
4uo2,4hfu,510.0
4uo2,4bgw,565.0
4uo2,4gxx,608.0
4uo2,4bgz,536.0
4uo2,4bgy,565.0
4uo2,4bgx,565.0
4uo2,4f15,243.0
4uo2,4bh3,550.0
4uo2,1qfu,1478.0
4uo2,3zp6,560.0
4uo2,1mqm,1487.0
4uo2,3zp2,559.0
4uo2,3zp1,563.0
4uo2,3zp0,563.0
4uo2,4uo8,1630.0
4uo2,3m5i,601.0
4uo2,4uo9,1627.0
4uo2,4bh0,536.0
4uo2,4n64,613.0
4uo2,2wrf,516.0
4uo2,2wre,503.0
4uo2,2wrd,503.0
4uo2,4n60,613.0
4uo2,4n61,613.0
4uo2,4n62,613.0
4uo2,4n63,613.0
4uo2,4cr0,563.0
4uo2,1eo8,1478.0
4uo2,2wrh,597.0
4uo2,4cz0,666.0
4uo2,2yp5,1313.0
4uo2,4ln4,618.0
4uo2,4ju0,570.0
4uo2,1ti8,624.0
4uo2,1rd8,599.0
4uo2,3vun,1478.0
4uo2,2yp4,1313.0
4uo2,1ru7,570.0
4uo2,4dj6,628.0
4uo2,4dj7,628.0
4uo2,4bsi,624.0
4uo2,3m6s,587.0
4uo2,4o58,1412.0
4uo2,4bsf,613.0
4uo2,4dj8,628.0
4uo2,4bsd,610.0
4uo2,4bsc,610.0
4uo2,4bsb,610.0
4uo2,4bsa,610.0
4uo2,2wr7,491.0
4uo2,2wr5,526.0
4uo2,2wr4,526.0
4uo2,4i78,463.0
4uo2,2wr2,531.0
4uo2,2wr1,531.0
4uo2,2wr0,531.0
4uo2,4k65,534.0
4uo2,4k64,548.0
4uo2,4k67,534.0
4uo2,4py8,598.0
4uo2,4nm8,1470.0
4uo2,4k63,548.0
4uo2,4k62,548.0
4uo2,4bsg,624.0
4uo2,1mqn,1487.0
4uo2,3ku5,511.0
4uo2,3ku6,517.0
4uo2,4bse,613.0
4uo2,3ku3,524.0
4uo2,4lkj,620.0
4uo2,2hmg,1478.0
4uo2,4jug,597.0
4uo2,4fqv,619.0
4uo2,4o5i,1291.0
4uo2,4juk,555.0
4uo2,4juj,597.0
4uo2,4jum,542.0
4uo2,4jul,536.0
4uo2,4o5n,1291.0
4uo2,4jun,543.0
4uo2,1ken,1478.0
4uo2,4kdn,551.0
4uo2,4gxu,598.0
4uo2,2yp3,1313.0
4uo2,2yp2,1313.0
4uo2,4uny,1612.0
4uo2,4bh1,536.0
4uo2,2yp7,1311.0
4uo2,4n5k,613.0
4uo2,4n5j,613.0
4uo2,4uo0,1680.0
4uo2,4uo1,1680.0
4uo2,2yp9,1311.0
4uo2,4uo3,1677.0
4uo2,4uo4,1630.0
4uo2,4uo5,1630.0
4uo2,4uo6,1630.0
4uo2,4uo7,1630.0
4uo2,4lkg,610.0
4uo2,4n5y,565.0
4uo2,4n5z,559.0
4uo2,4lki,620.0
4uo2,4lkh,610.0
4uo2,4lkk,620.0
4uo2,3htt,587.0
4uo2,1hgf,1478.0
4uo2,1hgg,1478.0
4uo2,1hgd,1485.0
4uo2,1hge,1485.0
4uo2,4fiu,425.0
4uo2,4lcx,610.0
4uo2,3ubn,562.0
4uo2,1hgj,1478.0
4uo2,4bh4,550.0
4uo2,1hgh,1478.0
4uo2,1hgi,1478.0
4uo2,4unz,1612.0
4uo2,3eyk,986.0
4uo2,4kon,613.0
4uo2,3eyj,986.0
4uo2,2yp8,1311.0
4uo2,3ztj,1478.0
4uo2,4kwm,564.0
4uo2,4d00,669.0
4uo2,4k66,534.0
4uo2,3uyw,234.0
4uo2,4kdq,555.0
4uo2,2ibx,565.0
4uo2,3uyx,237.0
4uo2,3ube,562.0
4uo2,2ypg,1478.0
4uo2,3m5j,601.0
4uo2,4m5z,237.0
4uo2,3m5h,601.0
4uo2,3m5g,601.0
4uo2,4uoa,1633.0
4uo2,3ubj,562.0
4uo2,4bsh,624.0
4uo2,3gbm,571.0
4uo2,3gbn,598.0
4uo2,4gms,1412.0
4uo2,3r2x,590.0
4uo2,4fp8,1177.0
4uo2,4kdo,551.0
4uo2,3zp3,559.0
4uo2,4kdm,551.0
4uo2,4unx,1612.0
4uo2,4kth,569.0
4uo2,3al4,553.0
4jtv,3sm5,1269.0
4jtv,3sdy,538.0
4jtv,3qqe,981.0
4jtv,4h32,706.0
4jtv,3qqb,981.0
4jtv,4jtx,1702.0
4jtv,1rvz,1340.0
4jtv,1rvx,1340.0
4jtv,4kps,789.0
4jtv,1mql,547.0
4jtv,4kpq,789.0
4jtv,4edb,1278.0
4jtv,3lzg,1717.0
4jtv,3lzf,1480.0
4jtv,1rvt,1492.0
4jtv,4bh2,974.0
4jtv,3eym,539.0
4jtv,4hfu,966.0
4jtv,4bgw,992.0
4jtv,4gxx,1458.0
4jtv,4bgz,983.0
4jtv,4bgy,992.0
4jtv,4bgx,992.0
4jtv,4f15,1064.0
4jtv,4bh3,974.0
4jtv,1qfu,539.0
4jtv,3zp6,1002.0
4jtv,1mqm,547.0
4jtv,3zp2,994.0
4jtv,3zp1,998.0
4jtv,3zp0,998.0
4jtv,4uo8,551.0
4jtv,3m5i,456.0
4jtv,4uo9,552.0
4jtv,4bh0,983.0
4jtv,4n64,491.0
4jtv,2wrf,954.0
4jtv,2wre,959.0
4jtv,2wrd,959.0
4jtv,4n60,491.0
4jtv,4n61,491.0
4jtv,4n62,491.0
4jtv,4n63,491.0
4jtv,4cr0,983.0
4jtv,1eo8,539.0
4jtv,2wrh,1379.0
4jtv,4cz0,554.0
4jtv,2yp5,528.0
4jtv,4ln4,483.0
4jtv,4ju0,1713.0
4jtv,1ti8,481.0
4jtv,1rd8,1469.0
4jtv,3vun,539.0
4jtv,2yp4,528.0
4jtv,1ru7,1340.0
4jtv,4dj6,497.0
4jtv,4dj7,497.0
4jtv,4bsi,498.0
4jtv,3m6s,1686.0
4jtv,4o58,532.0
4jtv,4bsf,491.0
4jtv,4dj8,497.0
4jtv,4bsd,491.0
4jtv,4bsc,491.0
4jtv,4bsb,491.0
4jtv,4bsa,491.0
4jtv,2wr7,946.0
4jtv,2wr5,981.0
4jtv,2wr4,981.0
4jtv,4i78,717.0
4jtv,2wr2,992.0
4jtv,2wr1,992.0
4jtv,2wr0,992.0
4jtv,4k65,980.0
4jtv,4k64,995.0
4jtv,4k67,980.0
4jtv,4py8,1469.0
4jtv,4nm8,538.0
4jtv,4k63,995.0
4jtv,4k62,995.0
4jtv,4bsg,498.0
4jtv,1mqn,547.0
4jtv,3ku5,968.0
4jtv,3ku6,974.0
4jtv,4bse,491.0
4jtv,3ku3,981.0
4jtv,4lkj,481.0
4jtv,2hmg,539.0
4jtv,4jug,1473.0
4jtv,4fqv,490.0
4jtv,4o5i,516.0
4jtv,4juk,1008.0
4jtv,4juj,1473.0
4jtv,4jum,1005.0
4jtv,4jul,990.0
4jtv,4o5n,516.0
4jtv,4jun,999.0
4jtv,1ken,539.0
4jtv,4kdn,986.0
4jtv,4gxu,1469.0
4jtv,2yp3,528.0
4jtv,2yp2,528.0
4jtv,4uny,547.0
4jtv,4bh1,983.0
4jtv,2yp7,517.0
4jtv,4n5k,491.0
4jtv,4n5j,491.0
4jtv,4uo0,553.0
4jtv,4uo1,553.0
4jtv,2yp9,517.0
4jtv,4uo3,554.0
4jtv,4uo4,551.0
4jtv,4uo5,551.0
4jtv,4uo6,551.0
4jtv,4uo7,551.0
4jtv,4lkg,494.0
4jtv,4n5y,981.0
4jtv,4n5z,975.0
4jtv,4lki,481.0
4jtv,4lkh,494.0
4jtv,4lkk,481.0
4jtv,3htt,1407.0
4jtv,1hgf,539.0
4jtv,1hgg,539.0
4jtv,1hgd,538.0
4jtv,1hge,538.0
4jtv,4fiu,785.0
4jtv,4lcx,494.0
4jtv,3ubn,1700.0
4jtv,1hgj,539.0
4jtv,4bh4,974.0
4jtv,1hgh,539.0
4jtv,1hgi,539.0
4jtv,4unz,547.0
4jtv,3eyk,536.0
4jtv,4kon,474.0
4jtv,3eyj,536.0
4jtv,2yp8,517.0
4jtv,3ztj,539.0
4jtv,4kwm,983.0
4jtv,4d00,538.0
4jtv,4k66,980.0
4jtv,3uyw,1029.0
4jtv,4kdq,979.0
4jtv,2ibx,992.0
4jtv,3uyx,1010.0
4jtv,3ube,1700.0
4jtv,2ypg,539.0
4jtv,3m5j,456.0
4jtv,4m5z,1031.0
4jtv,3m5h,456.0
4jtv,3m5g,456.0
4jtv,4uoa,553.0
4jtv,3ubj,1700.0
4jtv,4bsh,498.0
4jtv,3gbm,987.0
4jtv,3gbn,1469.0
4jtv,4gms,532.0
4jtv,3r2x,1480.0
4jtv,4fp8,390.0
4jtv,4kdo,986.0
4jtv,3zp3,994.0
4jtv,4kdm,986.0
4jtv,4unx,547.0
4jtv,4kth,975.0
4jtv,3al4,1728.0
3sm5,3sdy,572.0
3sm5,3qqe,1026.0
3sm5,4h32,747.0
3sm5,3qqb,1026.0
3sm5,4jtx,1294.0
3sm5,1rvz,1429.0
3sm5,1rvx,1429.0
3sm5,4kps,750.0
3sm5,1mql,582.0
3sm5,4kpq,750.0
3sm5,4edb,1704.0
3sm5,3lzg,1287.0
3sm5,3lzf,1380.0
3sm5,1rvt,1359.0
3sm5,4bh2,959.0
3sm5,3eym,572.0
3sm5,4hfu,1011.0
3sm5,4bgw,970.0
3sm5,4gxx,1378.0
3sm5,4bgz,939.0
3sm5,4bgy,970.0
3sm5,4bgx,970.0
3sm5,4f15,721.0
3sm5,4bh3,959.0
3sm5,1qfu,572.0
3sm5,3zp6,973.0
3sm5,1mqm,582.0
3sm5,3zp2,966.0
3sm5,3zp1,969.0
3sm5,3zp0,969.0
3sm5,4uo8,597.0
3sm5,3m5i,526.0
3sm5,4uo9,598.0
3sm5,4bh0,939.0
3sm5,4n64,512.0
3sm5,2wrf,982.0
3sm5,2wre,995.0
3sm5,2wrd,995.0
3sm5,4n60,512.0
3sm5,4n61,512.0
3sm5,4n62,512.0
3sm5,4n63,512.0
3sm5,4cr0,963.0
3sm5,1eo8,572.0
3sm5,2wrh,1335.0
3sm5,4cz0,576.0
3sm5,2yp5,569.0
3sm5,4ln4,521.0
3sm5,4ju0,1283.0
3sm5,1ti8,511.0
3sm5,1rd8,1396.0
3sm5,3vun,575.0
3sm5,2yp4,569.0
3sm5,1ru7,1429.0
3sm5,4dj6,514.0
3sm5,4dj7,514.0
3sm5,4bsi,518.0
3sm5,3m6s,1287.0
3sm5,4o58,557.0
3sm5,4bsf,512.0
3sm5,4dj8,514.0
3sm5,4bsd,512.0
3sm5,4bsc,512.0
3sm5,4bsb,512.0
3sm5,4bsa,512.0
3sm5,2wr7,983.0
3sm5,2wr5,1001.0
3sm5,2wr4,1001.0
3sm5,4i78,734.0
3sm5,2wr2,998.0
3sm5,2wr1,998.0
3sm5,2wr0,998.0
3sm5,4k65,954.0
3sm5,4k64,965.0
3sm5,4k67,954.0
3sm5,4py8,1389.0
3sm5,4nm8,572.0
3sm5,4k63,965.0
3sm5,4k62,965.0
3sm5,4bsg,518.0
3sm5,1mqn,582.0
3sm5,3ku5,1017.0
3sm5,3ku6,1023.0
3sm5,4bse,512.0
3sm5,3ku3,1026.0
3sm5,4lkj,508.0
3sm5,2hmg,572.0
3sm5,4jug,1373.0
3sm5,4fqv,506.0
3sm5,4o5i,567.0
3sm5,4juk,953.0
3sm5,4juj,1373.0
3sm5,4jum,958.0
3sm5,4jul,944.0
3sm5,4o5n,567.0
3sm5,4jun,948.0
3sm5,1ken,572.0
3sm5,4kdn,957.0
3sm5,4gxu,1389.0
3sm5,2yp3,569.0
3sm5,2yp2,569.0
3sm5,4uny,570.0
3sm5,4bh1,939.0
3sm5,2yp7,561.0
3sm5,4n5k,512.0
3sm5,4n5j,512.0
3sm5,4uo0,587.0
3sm5,4uo1,587.0
3sm5,2yp9,561.0
3sm5,4uo3,588.0
3sm5,4uo4,597.0
3sm5,4uo5,597.0
3sm5,4uo6,597.0
3sm5,4uo7,597.0
3sm5,4lkg,512.0
3sm5,4n5y,972.0
3sm5,4n5z,966.0
3sm5,4lki,508.0
3sm5,4lkh,512.0
3sm5,4lkk,508.0
3sm5,3htt,1340.0
3sm5,1hgf,572.0
3sm5,1hgg,572.0
3sm5,1hgd,572.0
3sm5,1hge,572.0
3sm5,4fiu,750.0
3sm5,4lcx,512.0
3sm5,3ubn,1281.0
3sm5,1hgj,572.0
3sm5,4bh4,959.0
3sm5,1hgh,572.0
3sm5,1hgi,572.0
3sm5,4unz,570.0
3sm5,3eyk,563.0
3sm5,4kon,505.0
3sm5,3eyj,563.0
3sm5,2yp8,561.0
3sm5,3ztj,572.0
3sm5,4kwm,975.0
3sm5,4d00,582.0
3sm5,4k66,954.0
3sm5,3uyw,687.0
3sm5,4kdq,950.0
3sm5,2ibx,970.0
3sm5,3uyx,678.0
3sm5,3ube,1281.0
3sm5,2ypg,572.0
3sm5,3m5j,526.0
3sm5,4m5z,701.0
3sm5,3m5h,526.0
3sm5,3m5g,526.0
3sm5,4uoa,599.0
3sm5,3ubj,1281.0
3sm5,4bsh,518.0
3sm5,3gbm,978.0
3sm5,3gbn,1389.0
3sm5,4gms,557.0
3sm5,3r2x,1380.0
3sm5,4fp8,409.0
3sm5,4kdo,957.0
3sm5,3zp3,966.0
3sm5,4kdm,957.0
3sm5,4unx,570.0
3sm5,4kth,975.0
3sm5,3al4,1269.0
3sdy,3qqe,546.0
3sdy,4h32,440.0
3sdy,3qqb,546.0
3sdy,4jtx,563.0
3sdy,1rvz,548.0
3sdy,1rvx,548.0
3sdy,4kps,458.0
3sdy,1mql,1615.0
3sdy,4kpq,458.0
3sdy,4edb,563.0
3sdy,3lzg,556.0
3sdy,3lzf,588.0
3sdy,1rvt,599.0
3sdy,4bh2,562.0
3sdy,3eym,1682.0
3sdy,4hfu,555.0
3sdy,4bgw,563.0
3sdy,4gxx,614.0
3sdy,4bgz,528.0
3sdy,4bgy,563.0
3sdy,4bgx,563.0
3sdy,4f15,214.0
3sdy,4bh3,562.0
3sdy,1qfu,1682.0
3sdy,3zp6,559.0
3sdy,1mqm,1615.0
3sdy,3zp2,558.0
3sdy,3zp1,562.0
3sdy,3zp0,562.0
3sdy,4uo8,1447.0
3sdy,3m5i,604.0
3sdy,4uo9,1451.0
3sdy,4bh0,528.0
3sdy,4n64,596.0
3sdy,2wrf,531.0
3sdy,2wre,540.0
3sdy,2wrd,540.0
3sdy,4n60,596.0
3sdy,4n61,596.0
3sdy,4n62,596.0
3sdy,4n63,596.0
3sdy,4cr0,562.0
3sdy,1eo8,1682.0
3sdy,2wrh,584.0
3sdy,4cz0,657.0
3sdy,2yp5,1398.0
3sdy,4ln4,596.0
3sdy,4ju0,555.0
3sdy,1ti8,604.0
3sdy,1rd8,596.0
3sdy,3vun,1677.0
3sdy,2yp4,1398.0
3sdy,1ru7,548.0
3sdy,4dj6,606.0
3sdy,4dj7,606.0
3sdy,4bsi,604.0
3sdy,3m6s,580.0
3sdy,4o58,1592.0
3sdy,4bsf,596.0
3sdy,4dj8,606.0
3sdy,4bsd,591.0
3sdy,4bsc,591.0
3sdy,4bsb,591.0
3sdy,4bsa,591.0
3sdy,2wr7,528.0
3sdy,2wr5,542.0
3sdy,2wr4,542.0
3sdy,4i78,432.0
3sdy,2wr2,547.0
3sdy,2wr1,547.0
3sdy,2wr0,547.0
3sdy,4k65,547.0
3sdy,4k64,543.0
3sdy,4k67,547.0
3sdy,4py8,604.0
3sdy,4nm8,1691.0
3sdy,4k63,543.0
3sdy,4k62,543.0
3sdy,4bsg,604.0
3sdy,1mqn,1615.0
3sdy,3ku5,556.0
3sdy,3ku6,552.0
3sdy,4bse,596.0
3sdy,3ku3,546.0
3sdy,4lkj,590.0
3sdy,2hmg,1675.0
3sdy,4jug,595.0
3sdy,4fqv,596.0
3sdy,4o5i,1376.0
3sdy,4juk,536.0
3sdy,4juj,595.0
3sdy,4jum,539.0
3sdy,4jul,527.0
3sdy,4o5n,1376.0
3sdy,4jun,537.0
3sdy,1ken,1682.0
3sdy,4kdn,563.0
3sdy,4gxu,604.0
3sdy,2yp3,1398.0
3sdy,2yp2,1398.0
3sdy,4uny,1486.0
3sdy,4bh1,528.0
3sdy,2yp7,1393.0
3sdy,4n5k,596.0
3sdy,4n5j,596.0
3sdy,4uo0,1470.0
3sdy,4uo1,1470.0
3sdy,2yp9,1393.0
3sdy,4uo3,1474.0
3sdy,4uo4,1447.0
3sdy,4uo5,1447.0
3sdy,4uo6,1447.0
3sdy,4uo7,1447.0
3sdy,4lkg,580.0
3sdy,4n5y,585.0
3sdy,4n5z,579.0
3sdy,4lki,590.0
3sdy,4lkh,580.0
3sdy,4lkk,590.0
3sdy,3htt,575.0
3sdy,1hgf,1682.0
3sdy,1hgg,1682.0
3sdy,1hgd,1674.0
3sdy,1hge,1674.0
3sdy,4fiu,418.0
3sdy,4lcx,580.0
3sdy,3ubn,547.0
3sdy,1hgj,1682.0
3sdy,4bh4,562.0
3sdy,1hgh,1682.0
3sdy,1hgi,1682.0
3sdy,4unz,1486.0
3sdy,3eyk,1004.0
3sdy,4kon,596.0
3sdy,3eyj,1004.0
3sdy,2yp8,1393.0
3sdy,3ztj,1682.0
3sdy,4kwm,555.0
3sdy,4d00,656.0
3sdy,4k66,547.0
3sdy,3uyw,211.0
3sdy,4kdq,547.0
3sdy,2ibx,563.0
3sdy,3uyx,214.0
3sdy,3ube,547.0
3sdy,2ypg,1682.0
3sdy,3m5j,604.0
3sdy,4m5z,218.0
3sdy,3m5h,604.0
3sdy,3m5g,604.0
3sdy,4uoa,1450.0
3sdy,3ubj,547.0
3sdy,4bsh,604.0
3sdy,3gbm,578.0
3sdy,3gbn,604.0
3sdy,4gms,1592.0
3sdy,3r2x,588.0
3sdy,4fp8,1375.0
3sdy,4kdo,563.0
3sdy,3zp3,558.0
3sdy,4kdm,563.0
3sdy,4unx,1486.0
3sdy,4kth,552.0
3sdy,3al4,538.0
3qqe,4h32,808.0
3qqe,3qqb,1744.0
3qqe,4jtx,1007.0
3qqe,1rvz,1061.0
3qqe,1rvx,1061.0
3qqe,4kps,779.0
3qqe,1mql,533.0
3qqe,4kpq,779.0
3qqe,4edb,1014.0
3qqe,3lzg,999.0
3qqe,3lzf,1081.0
3qqe,1rvt,1079.0
3qqe,4bh2,1204.0
3qqe,3eym,537.0
3qqe,4hfu,1713.0
3qqe,4bgw,1231.0
3qqe,4gxx,1108.0
3qqe,4bgz,1206.0
3qqe,4bgy,1231.0
3qqe,4bgx,1231.0
3qqe,4f15,494.0
3qqe,4bh3,1204.0
3qqe,1qfu,537.0
3qqe,3zp6,1222.0
3qqe,1mqm,533.0
3qqe,3zp2,1221.0
3qqe,3zp1,1225.0
3qqe,3zp0,1225.0
3qqe,4uo8,517.0
3qqe,3m5i,488.0
3qqe,4uo9,518.0
3qqe,4bh0,1206.0
3qqe,4n64,508.0
3qqe,2wrf,1640.0
3qqe,2wre,1673.0
3qqe,2wrd,1677.0
3qqe,4n60,508.0
3qqe,4n61,508.0
3qqe,4n62,508.0
3qqe,4n63,508.0
3qqe,4cr0,1217.0
3qqe,1eo8,537.0
3qqe,2wrh,1086.0
3qqe,4cz0,561.0
3qqe,2yp5,493.0
3qqe,4ln4,519.0
3qqe,4ju0,998.0
3qqe,1ti8,526.0
3qqe,1rd8,1090.0
3qqe,3vun,539.0
3qqe,2yp4,493.0
3qqe,1ru7,1061.0
3qqe,4dj6,531.0
3qqe,4dj7,531.0
3qqe,4bsi,535.0
3qqe,3m6s,1017.0
3qqe,4o58,536.0
3qqe,4bsf,508.0
3qqe,4dj8,531.0
3qqe,4bsd,506.0
3qqe,4bsc,506.0
3qqe,4bsb,506.0
3qqe,4bsa,506.0
3qqe,2wr7,1683.0
3qqe,2wr5,1622.0
3qqe,2wr4,1622.0
3qqe,4i78,799.0
3qqe,2wr2,1613.0
3qqe,2wr1,1613.0
3qqe,2wr0,1613.0
3qqe,4k65,1220.0
3qqe,4k64,1241.0
3qqe,4k67,1220.0
3qqe,4py8,1098.0
3qqe,4nm8,546.0
3qqe,4k63,1241.0
3qqe,4k62,1241.0
3qqe,4bsg,535.0
3qqe,1mqn,533.0
3qqe,3ku5,1731.0
3qqe,3ku6,1737.0
3qqe,4bse,508.0
3qqe,3ku3,1744.0
3qqe,4lkj,506.0
3qqe,2hmg,537.0
3qqe,4jug,1088.0
3qqe,4fqv,521.0
3qqe,4o5i,497.0
3qqe,4juk,1230.0
3qqe,4juj,1088.0
3qqe,4jum,1206.0
3qqe,4jul,1220.0
3qqe,4o5n,497.0
3qqe,4jun,1226.0
3qqe,1ken,537.0
3qqe,4kdn,1205.0
3qqe,4gxu,1098.0
3qqe,2yp3,493.0
3qqe,2yp2,493.0
3qqe,4uny,534.0
3qqe,4bh1,1206.0
3qqe,2yp7,492.0
3qqe,4n5k,508.0
3qqe,4n5j,508.0
3qqe,4uo0,524.0
3qqe,4uo1,524.0
3qqe,2yp9,492.0
3qqe,4uo3,525.0
3qqe,4uo4,517.0
3qqe,4uo5,517.0
3qqe,4uo6,517.0
3qqe,4uo7,517.0
3qqe,4lkg,502.0
3qqe,4n5y,1228.0
3qqe,4n5z,1222.0
3qqe,4lki,506.0
3qqe,4lkh,502.0
3qqe,4lkk,506.0
3qqe,3htt,1112.0
3qqe,1hgf,537.0
